araC	araC	+-
araC	araB	+-
araC	araA	+-
araC	araD	+-
araC	araE	+
araC	araF	+
araC	xylB	-
araC	araH	+
araC	araJ	+
araC	xylA	-
araC	araG	+
ascG	ascB	-
ascG	ascF	-
ascG	ascG	-
ascG	htpG	-
ascG	prpR	-
chbR	chbB	+-
chbR	chbC	+-
chbR	chbG	+-
chbR	chbR	+-
chbR	chbF	+-
chbR	chbA	+-
crp	murP	+
crp	kbaZ	+
crp	yhcH	+
crp	nanK	+
crp	nanE	+
crp	hofP	+
crp	hofO	+
crp	hofN	+
crp	hofM	+
crp	nanM	+
crp	nanC	+
crp	uxaC	+
crp	mhpA	+
crp	mhpB	+
crp	mhpC	+
crp	mhpD	+
crp	mhpF	+
crp	azuC	-
crp	ykgR	+
crp	gntP	+
crp	uxaA	+
crp	exuT	+
crp	uxuB	+
crp	uxuR	+
crp	xylF	+
crp	xylR	+
crp	spf	-
crp	cyaR	+
crp	nanT	+
crp	prpR	+
crp	prpB	+
crp	prpC	+
crp	prpD	+
crp	prpE	+
crp	mhpE	+
crp	fiu	+
crp	lsrK	+
crp	lsrR	+
crp	lsrA	+
crp	lsrC	+
crp	lsrD	+
crp	lsrB	+
crp	lsrF	+
crp	lsrG	+
crp	tam	+
crp	ynfK	+
crp	dgsA	+-
crp	uidC	+
crp	yeiT	+
crp	rbsK	+
crp	rbsR	+
crp	rhaR	+
crp	zraS	+
crp	aceA	-
crp	aceB	-
crp	aceK	-
crp	agp	+
crp	araA	+
crp	araB	+
crp	araC	+
crp	araD	+
crp	araE	+
crp	araF	+
crp	araG	+
crp	araH	+
crp	araJ	+-
crp	argG	+
crp	aroA	-
crp	ascB	+
crp	ascF	+
crp	chbB	+
crp	chbC	+
crp	chbA	+
crp	chbR	+
crp	chbF	+
crp	cirA	+
crp	cpdB	+
crp	crp	+-
crp	crr	+-
crp	cstA	+
crp	cyaA	-
crp	cysG	-
crp	modA	+
crp	mpl	+
crp	hupB	+
crp	zraR	+
crp	ilvB	+
crp	ilvN	+
crp	lamB	+
crp	malE	+
crp	malF	+
crp	malG	+
crp	malI	+-
crp	malK	+
crp	malM	+
crp	malT	+
crp	malX	+-
crp	malY	+-
crp	manX	+
crp	manY	+
crp	manZ	+
crp	melA	+
crp	melB	+
crp	metK	-
crp	mglA	+
crp	mglB	+
crp	mglC	+
crp	mtlA	+
crp	mtlD	+
crp	nagA	+-
crp	nagB	+-
crp	nagD	+-
crp	nagE	+-
crp	nagC	+-
crp	nanA	+
crp	nirB	-
crp	nirC	-
crp	nirD	-
crp	ompA	+
crp	pgk	+
crp	pncB	-
crp	ptsG	+
crp	ptsH	+-
crp	ptsI	+-
crp	putP	-
crp	rbsA	+
crp	rbsB	+
crp	rbsC	+
crp	rbsD	+
crp	proP	+-
crp	uidB	+
crp	galM	+-
crp	hofC	+
crp	rhaD	+
crp	rhaA	+
crp	rhaB	+
crp	sbmC	+
crp	mtlR	+
crp	hofB	+
crp	ppdD	+
crp	galP	+
crp	chbG	+
crp	xylG	+
crp	xylH	+
crp	acnB	+
crp	gntT	+
crp	glpD	+
crp	glpE	+
crp	glpF	+
crp	glpG	+
crp	glpK	+
crp	glpQ	+
crp	glpR	+
crp	glpT	+
crp	grpE	+
crp	hupA	+
crp	tnaA	+
crp	trxA	-
crp	udp	+-
crp	ugpB	+
crp	ugpC	+
crp	ugpE	+
crp	uhpT	+
crp	uidA	+
crp	uxaB	+
crp	uxuA	+
crp	xseA	-
crp	xylA	+
crp	xylB	+
crp	ubiG	+
crp	yhfA	+-
crp	psiE	-
crp	melR	+
crp	ivbL	+
crp	tnaC	+
crp	yeiA	+
crp	rhaT	+
crp	malS	+
crp	acnA	+
crp	glgS	+
crp	dadA	+-
crp	dadX	+-
crp	glpX	+
crp	ychH	+
crp	entC	+
crp	entD	+
crp	entE	+
crp	fbaA	+
crp	fepA	+
crp	fucA	+
crp	fucI	+
crp	fucK	+
crp	fucO	+
crp	fucP	+
crp	fucR	+
crp	fucU	+
crp	galE	+-
crp	galK	+-
crp	galS	+
crp	galT	+-
crp	gapA	+
crp	epd	+
crp	gdhA	-
crp	glgA	+
crp	glgC	+
crp	glgP	+
crp	glpA	+
crp	glpB	+
crp	glpC	+
crp	rhaS	+
crp	serC	-
crp	sfsA	+
crp	sohB	-
crp	speC	-
crp	dksA	+
crp	dsdX	+
crp	entA	+
crp	entB	+
dgsA	ptsI	-
dgsA	ynfK	-
dgsA	crr	-
dgsA	malT	-
dgsA	manX	-
dgsA	manY	-
dgsA	ptsG	-
dgsA	dgsA	-
dgsA	ptsH	-
dgsA	manZ	-
exuR	uxaA	-
exuR	exuT	-
exuR	exuR	-
exuR	uxuB	-
exuR	uxuR	-
exuR	uxaC	-
exuR	uxaB	-
exuR	uxuA	-
fruR	aceA	+
fruR	fruB	-
fruR	aceK	+
fruR	crr	+-
fruR	cysG	-
fruR	eno	-
fruR	fbaA	-
fruR	fruA	-
fruR	fruK	-
fruR	gapA	-
fruR	epd	-
fruR	icd	+
fruR	manX	-
fruR	manY	-
fruR	manZ	-
fruR	mtlA	-
fruR	mtlD	-
fruR	nirB	-
fruR	nirC	-
fruR	nirD	-
fruR	pck	+
fruR	pfkA	-
fruR	pgk	-
fruR	ppsA	+
fruR	ptsH	+-
fruR	ptsI	+-
fruR	pykF	-
fruR	yahA	-
fruR	acnA	+
fruR	mtlR	-
fruR	acnB	-
fruR	glk	-
fruR	aceB	+
fucR	fucA	+
fucR	fucI	+
fucR	fucK	+
fucR	fucU	+
fucR	fucP	+
fucR	fucR	+
fucR	fucO	+
galR	galP	-
galR	galM	+-
galR	mglC	-
galR	mglB	-
galR	galE	+-
galR	galT	+-
galR	galS	-
galR	galR	-
galR	galK	+-
galR	mglA	-
galS	galP	-
galS	galM	+-
galS	mglC	-
galS	mglB	-
galS	mglA	-
galS	galT	+-
galS	galS	-
galS	galR	-
galS	galE	+-
galS	galK	+-
glpR	glpX	-
glpR	glpT	-
glpR	glpQ	-
glpR	glpK	-
glpR	glpF	-
glpR	glpD	-
glpR	glpC	-
glpR	glpA	-
glpR	glpB	-
hupA	mtr	-
hupB	seqA	-
hupB	pgm	-
hupB	galM	-
hupB	tyrP	-
hupB	mtr	-
hupB	galT	-
hupB	galK	-
hupB	galE	-
hupA	seqA	-
hupA	galE	-
hupA	galK	-
hupA	galT	-
hupA	tyrP	-
hupA	galM	-
hupA	pgm	-
iclR	iclR	-
iclR	aceK	-
iclR	aceB	-
iclR	aceA	-
lsrR	lsrC	-
lsrR	lsrG	-
lsrR	lsrK	-
lsrR	lsrR	-
lsrR	lsrA	-
lsrR	tam	-
lsrR	lsrD	-
lsrR	lsrB	-
lsrR	lsrF	-
malI	malI	-
malI	malY	-
malI	malX	-
malT	lamB	+
malT	malP	+
malT	malM	+
malT	malK	+
malT	malG	+
malT	malF	+
malT	malE	+
malT	malZ	+
malT	malS	+
melR	melA	+-
melR	melB	+-
melR	melR	+-
mhpR	mhpE	+
mhpR	mhpA	+
mhpR	mhpF	+
mhpR	mhpC	+
mhpR	mhpD	+
mhpR	mhpB	+
mtlR	mtlA	-
mtlR	mtlR	-
mtlR	mtlD	-
nagC	chbB	-
nagC	nanC	-
nagC	chbA	-
nagC	chbR	-
nagC	chbF	-
nagC	fimB	+
nagC	glmS	+-
nagC	manX	-
nagC	manY	-
nagC	manZ	-
nagC	nagA	-
nagC	nagB	-
nagC	nagD	-
nagC	nagE	-
nagC	nagC	-
nagC	glmU	+-
nagC	galP	-
nagC	chbG	-
nagC	nanM	-
nagC	chbC	-
nanR	nanK	-
nanR	nanE	-
nanR	nanM	-
nanR	yhcH	-
nanR	fimB	+
nanR	nanA	-
nanR	nanT	-
nanR	nanC	-
prpR	prpD	+
prpR	prpR	-
prpR	prpB	+
prpR	prpC	+
prpR	prpE	+
putA	putA	-
putA	putP	-
rbsR	rbsA	-
rbsR	rbsB	-
rbsR	rbsR	-
rbsR	rbsD	-
rbsR	rbsK	-
rbsR	rbsC	-
rhaR	rhaR	+
rhaR	rhaS	+
rhaS	rhaT	+
rhaS	rhaA	+
rhaS	rhaB	+
rhaS	rhaS	+
rhaS	rhaR	+
rhaS	rhaD	+
uhpA	uhpT	+
uidR	uidR	-
uidR	uidC	-
uidR	uidB	-
uidR	uidA	-
uxuR	uidA	-
uxuR	uxuA	-
uxuR	uidB	-
uxuR	gntP	-
uxuR	uxuB	-
uxuR	uidC	-
uxuR	uxuR	-
xylR	xylG	+
xylR	xylH	+
xylR	xylF	+
xylR	xylR	+
xylR	xylA	+
xylR	xylB	+
zraR	zraP	+
zraR	zraR	+
zraR	zraS	+
